module,normal_time,skipkernel_time
Mathlib.Topology.Sheaves.Stalks,0m5.850s,0m5.398s
Mathlib.LinearAlgebra.QuadraticForm.TensorProduct.Isometries,0m6.230s,0m5.715s
Mathlib.RepresentationTheory.GroupCohomology.Resolution,0m2.031s,0m1.907s
Mathlib.Topology.Category.CompHaus.Frm,0m2.040s,0m1.893s
Mathlib.Topology.Category.CompHaus.Projective,0m2.045s,0m1.927s
Mathlib.Topology.Category.CompHaus.Limits,0m2.051s,0m1.908s
Mathlib.Analysis.Convex.PartitionOfUnity,0m2.195s,0m1.986s
Mathlib.Topology.Compactness.CompactlyGeneratedSpace,0m2.410s,0m2.213s
Mathlib.Topology.Category.Profinite.Basic,0m2.789s,0m2.589s
Mathlib.Analysis.NormedSpace.Extr,0m1.861s,0m1.684s
Mathlib.LinearAlgebra.RootSystem.Finite.CanonicalBilinear,0m5.462s,0m4.809s
Mathlib.Topology.Separation.Lemmas,0m2.073s,0m1.791s
Mathlib.RepresentationTheory.Homological.GroupCohomology.Basic,0m5.236s,0m4.766s
Mathlib.Analysis.Complex.HalfPlane,0m1.924s,0m1.901s
Mathlib.Analysis.Complex.Spectrum,0m2.222s,0m2.011s
Mathlib.Analysis.Complex.UpperHalfPlane.Basic,0m2.557s,0m2.507s
Mathlib.RepresentationTheory.Homological.FiniteCyclic,0m3.813s,0m3.658s
Mathlib.Analysis.Complex.ReImTopology,0m2.121s,0m2.093s
Mathlib.RepresentationTheory.Homological.GroupHomology.Basic,0m4.559s,0m4.077s
Mathlib.Analysis.Complex.Asymptotics,0m2.021s,0m1.916s
Mathlib.Analysis.NormedSpace.Normalize,0m1.701s,0m1.677s
Mathlib.Analysis.NormedSpace.RieszLemma,0m1.793s,0m1.689s
Mathlib.Analysis.Complex.AbelLimit,0m4.005s,0m3.809s
Mathlib.Topology.CWComplex.Classical.Subcomplex,0m2.194s,0m2.209s
Mathlib.Analysis.Calculus.TangentCone,0m1.825s,0m1.677s
Mathlib.MeasureTheory.Measure.AddContent,0m2.391s,0m2.377s
Mathlib.Data.Complex.FiniteDimensional,0m1.727s,0m1.768s
Mathlib.MeasureTheory.Measure.MeasureSpaceDef,0m2.747s,0m2.687s
Mathlib.Topology.Instances.Complex,0m2.522s,0m2.413s
Mathlib.Analysis.LocallyConvex.AbsConvex,0m2.724s,0m2.704s
Mathlib.Topology.Algebra.Module.Multilinear.Bounded,0m2.564s,0m2.498s
Mathlib.Analysis.LocallyConvex.ContinuousOfBounded,0m3.275s,0m3.177s
Mathlib.Topology.Algebra.Module.UniformConvergence,0m2.282s,0m2.317s
Mathlib.Analysis.CStarAlgebra.Classes,0m8.108s,0m7.632s
Mathlib.AlgebraicTopology.DoldKan.GammaCompN,0m2.742s,0m2.604s
Mathlib.Analysis.Normed.Order.UpperLower,0m2.443s,0m2.309s
Mathlib.Analysis.Normed.Module.Convex,0m2.975s,0m2.701s
Mathlib.Topology.MetricSpace.Perfect,0m2.000s,0m1.902s
Mathlib.Topology.MetricSpace.HausdorffAlexandroff,0m2.032s,0m1.914s
Mathlib.Analysis.Normed.Module.Ball.Pointwise,0m3.666s,0m3.426s
Mathlib.Algebra.Homology.Embedding.TruncLEHomology,0m2.021s,0m1.897s
Mathlib.Topology.Homotopy.Lifting,0m3.590s,0m3.392s
Mathlib.Analysis.LocallyConvex.WithSeminorms,0m7.099s,0m6.319s
Mathlib.Algebra.Homology.DerivedCategory.Basic,0m2.484s,0m2.197s
Mathlib.FieldTheory.Minpoly.Field,0m3.049s,0m2.802s
Mathlib.RingTheory.Localization.Integral,0m3.126s,0m3.041s
Mathlib.FieldTheory.IntermediateField.Algebraic,0m4.619s,0m3.904s
Mathlib.LinearAlgebra.QuadraticForm.Dual,0m3.283s,0m2.929s
Mathlib.RepresentationTheory.Induced,0m16.354s,0m14.972s
Mathlib.LinearAlgebra.CliffordAlgebra.CategoryTheory,0m2.039s,0m1.928s
Mathlib.Analysis.Asymptotics.TVS,0m8.797s,0m8.131s
Mathlib.Algebra.Category.ModuleCat.Sheaf.PullbackFree,0m3.044s,0m2.835s
Mathlib.Algebra.Category.ModuleCat.Sheaf.Generators,0m2.769s,0m2.627s
Mathlib.Topology.Sheaves.LocalPredicate,0m2.445s,0m2.280s
Mathlib.Topology.Sheaves.LocallySurjective,0m1.814s,0m1.687s
Mathlib.Topology.Sheaves.Skyscraper,0m3.683s,0m3.339s
Mathlib.Geometry.RingedSpace.Stalks,0m3.207s,0m2.817s
Mathlib.LinearAlgebra.ExteriorAlgebra.Basic,0m5.024s,0m4.580s
Mathlib.Topology.Sheaves.CommRingCat,0m4.412s,0m3.961s
Mathlib.LinearAlgebra.CliffordAlgebra.Grading,0m6.087s,0m3.607s
Mathlib.Topology.Category.Locale,0m2.042s,0m1.881s
Mathlib.Topology.Category.CompHaus.EffectiveEpi,0m2.233s,0m2.004s
Mathlib.Topology.MetricSpace.PartitionOfUnity,0m2.578s,0m2.010s
Mathlib.Topology.Maps.Proper.CompactlyGenerated,0m2.083s,0m1.886s
Mathlib.Topology.Category.CompactlyGenerated,0m2.035s,0m1.893s
Mathlib.Topology.Category.Stonean.Basic,0m2.215s,0m2.070s
Mathlib.Topology.Category.Profinite.Projective,0m2.120s,0m1.905s
Mathlib.Topology.Category.Compactum,0m2.639s,0m2.384s
Mathlib.Topology.Category.Profinite.Product,0m2.363s,0m2.078s
Mathlib.Topology.Category.Profinite.CofilteredLimit,0m3.101s,0m2.733s
Mathlib.LinearAlgebra.QuadraticForm.QuadraticModuleCat.Monoidal,0m5.510s,0m4.796s
Mathlib.Topology.Category.Profinite.AsLimit,0m2.151s,0m1.986s
Mathlib.Topology.Category.Profinite.Limits,0m2.057s,0m1.904s
Mathlib.RepresentationTheory.GroupCohomology.Basic,0m2.036s,0m1.899s
Mathlib.Analysis.Complex.IntegerCompl,0m2.106s,0m1.899s
Mathlib.Analysis.Complex.Convex,0m2.821s,0m2.509s
Mathlib.MeasureTheory.Function.AEMeasurableSequence,0m2.052s,0m1.913s
Mathlib.LinearAlgebra.RootSystem.Finite.Nondegenerate,0m3.979s,0m3.667s
Mathlib.Topology.Algebra.Category.ProfiniteGrp.Basic,0m6.273s,0m5.743s
Mathlib.FieldTheory.RatFunc.Basic,0m15.866s,0m14.248s
Mathlib.Analysis.SpecialFunctions.Exp,0m2.931s,0m2.729s
Mathlib.MeasureTheory.Measure.AEDisjoint,0m2.144s,0m1.904s
Mathlib.Analysis.Complex.UpperHalfPlane.MoebiusAction,0m4.884s,0m4.407s
Mathlib.Topology.Algebra.Module.Cardinality,0m2.648s,0m2.322s
Mathlib.AlgebraicTopology.DoldKan.NCompGamma,0m2.786s,0m2.431s
Mathlib.Analysis.Convex.StrictConvexSpace,0m2.644s,0m2.407s
Mathlib.Analysis.NormedSpace.Pointwise,0m1.850s,0m1.679s
Mathlib.Analysis.Normed.Group.AddCircle,0m3.400s,0m3.017s
Mathlib.Topology.Algebra.Module.Multilinear.Topology,0m5.368s,0m4.861s
Mathlib.Analysis.Normed.Module.Ball.Homeomorph,0m3.415s,0m3.063s
Mathlib.Algebra.Homology.Embedding.AreComplementary,0m2.143s,0m2.019s
Mathlib.Topology.Compactness.DeltaGeneratedSpace,0m2.385s,0m2.221s
Mathlib.Analysis.Convex.Side,0m6.447s,0m5.775s
Mathlib.Analysis.LocallyConvex.WeakDual,0m3.496s,0m3.111s
Mathlib.Analysis.Convex.Gauge,0m5.322s,0m4.769s
Mathlib.Analysis.LocallyConvex.Barrelled,0m2.694s,0m2.530s
Mathlib.Algebra.Homology.DerivedCategory.ShortExact,0m2.071s,0m1.925s
Mathlib.Algebra.Homology.DerivedCategory.Linear,0m1.956s,0m1.681s
Mathlib.Algebra.Homology.DerivedCategory.HomologySequence,0m2.128s,0m1.957s
Mathlib.Algebra.Homology.DerivedCategory.ExactFunctor,0m2.283s,0m2.097s
Mathlib.Algebra.Polynomial.Module.FiniteDimensional,0m2.056s,0m1.898s
Mathlib.Analysis.InnerProductSpace.Defs,0m5.106s,0m4.671s
Mathlib.LinearAlgebra.Charpoly.Basic,0m2.730s,0m2.517s
Mathlib.LinearAlgebra.AnnihilatingPolynomial,0m2.133s,0m2.110s
Mathlib.FieldTheory.Normal.Defs,0m3.529s,0m3.106s
Mathlib.RingTheory.RingHom.Integral,0m2.853s,0m2.622s
Mathlib.RingTheory.PowerBasis,0m3.858s,0m3.528s
Mathlib.RingTheory.Ideal.GoingUp,0m3.364s,0m3.130s
Mathlib.RingTheory.IntegralClosure.IntegrallyClosed,0m3.632s,0m3.220s
Mathlib.RepresentationTheory.Homological.GroupHomology.Shapiro,0m2.664s,0m2.302s
Mathlib.Topology.Algebra.Module.StrongTopology,0m13.840s,0m11.962s
Mathlib.RepresentationTheory.Homological.GroupCohomology.Shapiro,0m3.188s,0m2.722s
Mathlib.Geometry.Manifold.Sheaf.Basic,0m2.040s,0m1.909s
Mathlib.Topology.Sheaves.Sheafify,0m1.915s,0m1.730s
Mathlib.Analysis.Calculus.FDeriv.Defs,0m2.775s,0m2.516s
Mathlib.FieldTheory.IntermediateField.Adjoin.Algebra,0m4.634s,0m4.152s
Mathlib.Algebra.Category.ModuleCat.Sheaf.Quasicoherent,0m2.959s,0m2.635s
Mathlib.Geometry.RingedSpace.SheafedSpace,0m2.657s,0m2.389s
Mathlib.Condensed.Basic,0m2.168s,0m2.016s
Mathlib.Topology.Order.Category.FrameAdjunction,0m3.003s,0m2.550s
Mathlib.Topology.Algebra.ProperAction.ProperlyDiscontinuous,0m2.553s,0m2.387s
Mathlib.Topology.Category.Stonean.Limits,0m2.181s,0m1.986s
Mathlib.Topology.Category.Stonean.Adjunctions,0m2.059s,0m1.918s
Mathlib.LinearAlgebra.CliffordAlgebra.Prod,0m4.436s,0m4.001s
Mathlib.LinearAlgebra.ExteriorAlgebra.Grading,0m5.186s,0m4.391s
Mathlib.LinearAlgebra.CliffordAlgebra.Conjugation,0m4.374s,0m3.855s
Mathlib.Topology.Category.Profinite.EffectiveEpi,0m2.241s,0m2.013s
Mathlib.LinearAlgebra.QuadraticForm.QuadraticModuleCat.Symmetric,0m2.474s,0m2.202s
Mathlib.RepresentationTheory.FiniteIndex,0m8.093s,0m7.117s
Mathlib.Topology.Category.Profinite.Nobeling.Basic,0m3.645s,0m3.343s
Mathlib.Topology.Category.Profinite.Extend,0m2.972s,0m2.705s
Mathlib.Analysis.SpecialFunctions.PolynomialExp,0m2.121s,0m1.909s
Mathlib.Topology.Category.LightProfinite.Basic,0m3.498s,0m3.138s
Mathlib.Topology.Algebra.Category.ProfiniteGrp.Limits,0m2.852s,0m2.531s
Mathlib.MeasureTheory.Measure.NullMeasurable,0m2.470s,0m2.290s
Mathlib.LinearAlgebra.RootSystem.Basic,0m4.878s,0m4.196s
Mathlib.Analysis.SpecialFunctions.Log.Basic,0m3.695s,0m3.322s
Mathlib.Analysis.Complex.UpperHalfPlane.Topology,0m2.789s,0m2.498s
Mathlib.AlgebraicTopology.DoldKan.EquivalenceAdditive,0m1.850s,0m1.823s
Mathlib.NumberTheory.ModularForms.SlashActions,0m3.385s,0m3.103s
Mathlib.Analysis.Normed.Module.Connected,0m2.972s,0m2.720s
Mathlib.Analysis.Convex.StrictConvexBetween,0m2.541s,0m2.237s
Mathlib.Analysis.Convex.LinearIsometry,0m2.346s,0m2.103s
Mathlib.Analysis.SpecialFunctions.Trigonometric.Basic,0m4.858s,0m4.618s
Mathlib.Analysis.Convex.Uniform,0m2.643s,0m2.541s
Mathlib.Analysis.NormedSpace.HomeomorphBall,0m1.806s,0m1.699s
Mathlib.Topology.Category.DeltaGenerated,0m2.052s,0m1.947s
Mathlib.Algebra.Homology.Embedding.CochainComplex,0m2.715s,0m2.613s
Mathlib.Analysis.LocallyConvex.AbsConvexOpen,0m2.892s,0m2.725s
Mathlib.Analysis.Convex.GaugeRescale,0m3.125s,0m2.925s
Mathlib.Algebra.Homology.DerivedCategory.SingleTriangle,0m2.240s,0m2.263s
Mathlib.Topology.Algebra.Module.Alternating.Topology,0m5.695s,0m4.817s
Mathlib.LinearAlgebra.Charpoly.ToMatrix,0m2.483s,0m2.320s
Mathlib.LinearAlgebra.Matrix.Charpoly.Minpoly,0m2.083s,0m1.995s
Mathlib.Analysis.LocallyConvex.Separation,0m5.056s,0m4.684s
Mathlib.Analysis.SpecialFunctions.Bernstein,0m5.304s,0m4.917s
Mathlib.FieldTheory.Separable,0m3.458s,0m3.307s
Mathlib.RingTheory.Conductor,0m3.356s,0m3.034s
Mathlib.RingTheory.Adjoin.PowerBasis,0m3.364s,0m3.218s
Mathlib.Algebra.GCDMonoid.IntegrallyClosed,0m2.110s,0m2.029s
Mathlib.RingTheory.Valuation.Integral,0m2.137s,0m2.119s
Mathlib.RingTheory.Jacobson.Ring,0m4.934s,0m4.251s
Mathlib.Analysis.InnerProductSpace.Basic,0m7.671s,0m6.514s
Mathlib.RingTheory.Polynomial.RationalRoot,0m2.362s,0m2.219s
Mathlib.RingTheory.LocalProperties.IntegrallyClosed,0m3.049s,0m2.955s
Mathlib.RingTheory.Valuation.LocalSubring,0m4.806s,0m4.210s
Mathlib.RingTheory.Spectrum.Prime.Topology,0m5.606s,0m5.090s
Mathlib.Analysis.LocallyConvex.StrongTopology,0m2.270s,0m2.127s
Mathlib.Analysis.Normed.Operator.Compact,0m3.936s,0m3.624s
Mathlib.Geometry.RingedSpace.Basic,0m2.312s,0m2.193s
Mathlib.RingTheory.AlgebraicIndependent.Adjoin,0m3.648s,0m3.499s
Mathlib.Topology.Algebra.Module.PointwiseConvergence,0m4.317s,0m3.877s
Mathlib.Condensed.TopComparison,0m2.323s,0m2.195s
Mathlib.Condensed.Module,0m2.346s,0m2.230s
Mathlib.Condensed.CartesianClosed,0m2.023s,0m1.906s
Mathlib.Condensed.Functors,0m2.037s,0m1.904s
Mathlib.RingTheory.AdjoinRoot,0m11.172s,0m10.241s
Mathlib.Topology.Category.Stonean.EffectiveEpi,0m2.213s,0m2.017s
Mathlib.LinearAlgebra.CliffordAlgebra.Star,0m2.152s,0m1.996s
Mathlib.Analysis.Normed.Operator.Basic,0m7.741s,0m7.031s
Mathlib.RingTheory.AlgebraicIndependent.TranscendenceBasis,0m7.001s,0m5.504s
Mathlib.Topology.Category.Profinite.Nobeling.Span,0m2.656s,0m2.492s
Mathlib.Topology.Category.LightProfinite.Cartesian,0m2.043s,0m1.913s
Mathlib.Topology.Category.LightProfinite.Limits,0m2.055s,0m1.891s
Mathlib.Topology.Category.Profinite.Nobeling.ZeroLimit,0m2.542s,0m2.291s
Mathlib.Topology.Category.LightProfinite.Sequence,0m2.146s,0m1.978s
Mathlib.LinearAlgebra.CliffordAlgebra.Fold,0m4.260s,0m3.715s
Mathlib.Topology.Category.LightProfinite.AsLimit,0m2.578s,0m2.089s
Mathlib.NumberTheory.ArithmeticFunction.VonMangoldt,0m2.478s,0m2.204s
Mathlib.Analysis.SpecialFunctions.Log.PosLog,0m2.354s,0m2.304s
Mathlib.LinearAlgebra.CliffordAlgebra.BaseChange,0m6.036s,0m5.473s
Mathlib.Topology.Category.Profinite.Nobeling.Successor,0m5.118s,0m4.640s
Mathlib.Analysis.Complex.UpperHalfPlane.FunctionsBoundedAtInfty,0m2.514s,0m2.291s
Mathlib.Analysis.NormedSpace.Connected,0m2.050s,0m1.783s
Mathlib.AlgebraicTopology.DoldKan.EquivalencePseudoabelian,0m2.328s,0m2.192s
Mathlib.Analysis.Convex.AmpleSet,0m2.471s,0m2.201s
Mathlib.Analysis.Complex.Circle,0m2.870s,0m2.722s
Mathlib.MeasureTheory.Measure.MeasureSpace,0m5.115s,0m4.646s
Mathlib.CategoryTheory.Abelian.Injective.Extend,0m2.057s,0m1.881s
Mathlib.Algebra.Homology.DerivedCategory.Fractions,0m2.432s,0m2.200s
Mathlib.Analysis.SpecialFunctions.Trigonometric.Inverse,0m3.064s,0m2.724s
Mathlib.Algebra.Homology.Factorizations.CM5b,0m2.984s,0m2.640s
Mathlib.LinearAlgebra.Charpoly.BaseChange,0m2.446s,0m2.096s
Mathlib.Algebra.Homology.HomotopyCategory.KInjective,0m3.284s,0m2.824s
Mathlib.Analysis.SpecialFunctions.Trigonometric.Angle,0m4.600s,0m4.343s
Mathlib.LinearAlgebra.Eigenspace.Zero,0m3.790s,0m3.664s
Mathlib.Analysis.Convex.KreinMilman,0m2.386s,0m2.425s
Mathlib.LinearAlgebra.RootSystem.Hom,0m9.065s,0m8.506s
Mathlib.Analysis.NormedSpace.HahnBanach.Separation,0m2.045s,0m1.909s
Mathlib.Algebra.Module.LinearMap.Polynomial,0m5.477s,0m5.103s
Mathlib.Analysis.LocallyConvex.SeparatingDual,0m3.911s,0m3.870s
Mathlib.Analysis.Convex.Cone.Dual,0m4.465s,0m4.169s
Mathlib.RingTheory.Polynomial.SeparableDegree,0m2.049s,0m1.914s
Mathlib.Analysis.Normed.Field.WithAbs,0m3.271s,0m3.044s
Mathlib.RingTheory.Valuation.IntegrallyClosed,0m1.846s,0m1.784s
Mathlib.Analysis.LocallyConvex.WeakSpace,0m4.097s,0m3.837s
Mathlib.Analysis.InnerProductSpace.Convex,0m2.129s,0m2.015s
Mathlib.FieldTheory.Fixed,0m3.802s,0m3.503s
Mathlib.RingTheory.LocalRing.ResidueField.Instances,0m4.472s,0m3.956s
Mathlib.Analysis.InnerProductSpace.GramMatrix,0m2.397s,0m2.305s
Mathlib.Analysis.InnerProductSpace.Affine,0m2.006s,0m1.902s
Mathlib.RingTheory.Derivation.MapCoeffs,0m4.291s,0m4.204s
Mathlib.Analysis.Convex.Strong,0m3.240s,0m3.116s
Mathlib.Geometry.Euclidean.Inversion.Basic,0m2.599s,0m2.507s
Mathlib.RingTheory.KrullDimension.Zero,0m2.208s,0m2.124s
Mathlib.RingTheory.DedekindDomain.Basic,0m2.117s,0m3.464s
Mathlib.RingTheory.Ideal.GoingDown,0m2.812s,0m3.548s
Mathlib.Analysis.InnerProductSpace.Projection.Minimal,0m3.854s,0m4.105s
Mathlib.RingTheory.Spectrum.Prime.IsOpenComapC,0m1.997s,0m2.088s
Mathlib.RingTheory.Spectrum.Maximal.Topology,0m1.907s,0m2.093s
Mathlib.NumberTheory.Niven,0m4.135s,0m4.464s
Mathlib.RingTheory.Spectrum.Prime.Noetherian,0m1.939s,0m2.141s
Mathlib.RingTheory.Spectrum.Prime.Module,0m2.133s,0m2.469s
Mathlib.RingTheory.Spectrum.Prime.ConstructibleSet,0m2.550s,0m2.646s
Mathlib.RingTheory.Spectrum.Prime.TensorProduct,0m2.712s,0m2.709s
Mathlib.Analysis.LocallyConvex.PointwiseConvergence,0m2.424s,0m2.510s
Mathlib.Condensed.Limits,0m1.993s,0m2.223s
Mathlib.Geometry.RingedSpace.LocallyRingedSpace,0m3.227s,0m3.518s
Mathlib.Condensed.TopCatAdjunction,0m2.729s,0m2.819s
Mathlib.RingTheory.Finiteness.ModuleFinitePresentation,0m2.302s,0m2.206s
Mathlib.RingTheory.Spectrum.Prime.FreeLocus,0m6.357s,0m6.506s
Mathlib.LinearAlgebra.FreeModule.Norm,0m2.891s,0m2.901s
Mathlib.RingTheory.Localization.Away.AdjoinRoot,0m2.115s,0m2.196s
Mathlib.RingTheory.Adjoin.Field,0m3.276s,0m3.352s
Mathlib.FieldTheory.KummerPolynomial,0m2.313s,0m2.397s
Mathlib.Condensed.Equivalence,0m2.002s,0m2.218s
Mathlib.Analysis.Normed.Module.RCLike.Extend,0m2.313s,0m2.298s
Mathlib.Analysis.NormedSpace.OperatorNorm.Basic,0m1.820s,0m1.787s
Mathlib.Analysis.Normed.Module.RCLike.Basic,0m2.203s,0m2.293s
Mathlib.AlgebraicGeometry.StructureSheaf,0m8.150s,0m8.506s
Mathlib.Analysis.Normed.Operator.Asymptotics,0m2.225s,0m2.505s
Mathlib.Topology.Category.LightProfinite.EffectiveEpi,0m1.892s,0m2.104s
Mathlib.LinearAlgebra.CliffordAlgebra.Equivs,0m4.986s,0m6.079s
Mathlib.Analysis.Normed.Operator.NNNorm,0m3.359s,0m3.541s
Mathlib.Topology.Category.LightProfinite.Extend,0m2.517s,0m2.692s
Mathlib.Topology.ContinuousMap.Bounded.Normed,0m6.019s,0m6.441s
Mathlib.LinearAlgebra.ExteriorAlgebra.OfAlternating,0m3.688s,0m3.838s
Mathlib.NumberTheory.VonMangoldt,0m1.788s,0m1.896s
Mathlib.Analysis.Normed.Operator.Extend,0m7.156s,0m7.304s
Mathlib.NumberTheory.Chebyshev,0m2.409s,0m2.517s
Mathlib.Topology.Category.Profinite.Nobeling.Induction,0m2.236s,0m2.304s
Mathlib.AlgebraicTopology.DoldKan.Equivalence,0m1.811s,0m2.013s
Mathlib.LinearAlgebra.CliffordAlgebra.Contraction,0m6.459s,0m6.894s
Mathlib.LinearAlgebra.CliffordAlgebra.Even,0m5.970s,0m5.966s
Mathlib.Algebra.Homology.DerivedCategory.FullyFaithful,0m1.810s,0m1.900s
Mathlib.Algebra.Homology.DerivedCategory.TStructure,0m2.117s,0m2.220s
Mathlib.Analysis.Complex.Isometry,0m2.833s,0m2.919s
Mathlib.MeasureTheory.Measure.Map,0m2.509s,0m2.416s
Mathlib.Analysis.Complex.UnitDisc.Basic,0m3.267s,0m3.418s
Mathlib.LinearAlgebra.Eigenspace.Charpoly,0m1.995s,0m1.995s
Mathlib.Algebra.Homology.DerivedCategory.KInjective,0m1.735s,0m1.804s
Mathlib.LinearAlgebra.RootSystem.RootPairingCat,0m1.883s,0m2.008s
Mathlib.LinearAlgebra.RootSystem.WeylGroup,0m2.386s,0m2.602s
Mathlib.Analysis.SpecialFunctions.Complex.Arg,0m3.287s,0m3.355s
Mathlib.Algebra.Lie.Rank,0m3.565s,0m3.757s
Mathlib.LinearAlgebra.SpecialLinearGroup,0m7.520s,0m7.780s
Mathlib.Analysis.Normed.Operator.Bilinear,0m13.245s,0m13.750s
Mathlib.RingTheory.KrullDimension.LocalRing,0m2.081s,0m2.099s
Mathlib.Analysis.LocallyConvex.WeakOperatorTopology,0m5.426s,0m5.286s
Mathlib.Analysis.InnerProductSpace.OfNorm,0m4.403s,0m4.692s
Mathlib.Algebra.Polynomial.Bivariate,0m4.672s,0m4.742s
Mathlib.RingTheory.Localization.Pi,0m2.304s,0m2.272s
Mathlib.RingTheory.Spectrum.Prime.Jacobson,0m1.999s,0m2.109s
Mathlib.RingTheory.RingHom.Flat,0m2.718s,0m2.724s
Mathlib.RingTheory.DiscreteValuationRing.TFAE,0m3.561s,0m3.606s
Mathlib.RingTheory.Spectrum.Prime.Polynomial,0m8.376s,0m8.459s
Mathlib.Condensed.Solid,0m2.124s,0m2.295s
Mathlib.RingTheory.KrullDimension.Module,0m2.317s,0m2.519s
Mathlib.RingTheory.Ideal.Height,0m2.940s,0m3.141s
Mathlib.RingTheory.HopkinsLevitzki,0m3.352s,0m3.838s
Mathlib.RingTheory.Grassmannian,0m2.190s,0m2.624s
Mathlib.Geometry.RingedSpace.LocallyRingedSpace.ResidueField,0m2.429s,0m2.641s
Mathlib.FieldTheory.SplittingField.IsSplittingField,0m2.386s,0m2.605s
Mathlib.RingTheory.DedekindDomain.Ideal.Basic,0m6.931s,0m7.647s
Mathlib.RingTheory.Unramified.Basic,0m3.100s,0m3.238s
Mathlib.AlgebraicGeometry.ProjectiveSpectrum.StructureSheaf,0m5.174s,0m5.158s
Mathlib.FieldTheory.Perfect,0m3.113s,0m3.192s
Mathlib.RingTheory.RingHom.FinitePresentation,0m4.679s,0m4.892s
Mathlib.Condensed.Explicit,0m2.270s,0m2.412s
Mathlib.Analysis.NormedSpace.Extend,0m1.764s,0m1.901s
Mathlib.Analysis.NormedSpace.RCLike,0m1.775s,0m1.915s
Mathlib.Condensed.Epi,0m2.506s,0m2.611s
Mathlib.Condensed.AB,0m3.162s,0m3.530s
Mathlib.Analysis.NormedSpace.OperatorNorm.Asymptotics,0m1.812s,0m1.898s
Mathlib.Condensed.Light.Basic,0m1.893s,0m2.012s
Mathlib.Analysis.NormedSpace.OperatorNorm.NNNorm,0m1.789s,0m1.892s
Mathlib.Condensed.Light.Instances,0m2.282s,0m2.425s
Mathlib.Topology.ContinuousMap.Bounded.Star,0m2.313s,0m2.420s
Mathlib.Topology.ContinuousMap.BoundedCompactlySupported,0m2.112s,0m2.200s
Mathlib.Topology.MetricSpace.GromovHausdorffRealized,0m3.436s,0m3.556s
Mathlib.Topology.Category.Profinite.Nobeling,0m1.904s,0m1.990s
Mathlib.Topology.TietzeExtension,0m2.969s,0m3.111s
Mathlib.AlgebraicGeometry.Spec,0m5.639s,0m5.965s
Mathlib.LinearAlgebra.CliffordAlgebra.Inversion,0m2.436s,0m2.641s
Mathlib.MeasureTheory.Group.Defs,0m1.986s,0m1.980s
Mathlib.MeasureTheory.Measure.AbsolutelyContinuous,0m2.099s,0m2.077s
Mathlib.Analysis.Calculus.FDeriv.Basic,0m7.488s,0m7.240s
Mathlib.Geometry.RingedSpace.OpenImmersion,0m13.149s,0m13.453s
Mathlib.Analysis.Complex.Arg,0m2.074s,0m2.097s
Mathlib.LinearAlgebra.RootSystem.Irreducible,0m3.345s,0m3.536s
Mathlib.Algebra.Homology.DerivedCategory.Ext.Basic,0m4.262s,0m4.365s
Mathlib.Analysis.SpecialFunctions.Complex.Log,0m2.325s,0m2.446s
Mathlib.LinearAlgebra.ExteriorPower.Basic,0m7.120s,0m7.957s
Mathlib.Analysis.NormedSpace.OperatorNorm.Bilinear,0m1.835s,0m1.930s
Mathlib.LinearAlgebra.CliffordAlgebra.EvenEquiv,0m5.754s,0m5.699s
Mathlib.AlgebraicGeometry.EllipticCurve.Affine,0m1.789s,0m2.298s
Mathlib.Analysis.Normed.Operator.Completeness,0m2.829s,0m3.401s
Mathlib.AlgebraicGeometry.EllipticCurve.Affine.Basic,0m3.276s,0m3.298s
Mathlib.RingTheory.RingHom.FaithfullyFlat,0m2.226s,0m2.476s
Mathlib.Analysis.Normed.Operator.NormedSpace,0m4.692s,0m5.139s
Mathlib.Algebra.Lie.CartanExists,0m5.978s,0m5.933s
Mathlib.RingTheory.KrullDimension.PID,0m2.032s,0m2.169s
Mathlib.RingTheory.DedekindDomain.Dvr,0m2.620s,0m2.883s
Mathlib.Analysis.Normed.Operator.Prod,0m5.208s,0m5.345s
Mathlib.RingTheory.Jacobson.Artinian,0m2.107s,0m2.321s
Mathlib.Algebra.Category.Ring.Under.Limits,0m5.679s,0m7.326s
Mathlib.RingTheory.OrderOfVanishing,0m3.237s,0m3.974s
Mathlib.FieldTheory.SplittingField.Construction,0m3.460s,0m3.979s
Mathlib.RingTheory.Ideal.KrullsHeightTheorem,0m3.627s,0m3.884s
Mathlib.RingTheory.Unramified.Pi,0m2.983s,0m3.566s
Mathlib.RingTheory.Unramified.Finite,0m5.186s,0m5.838s
Mathlib.FieldTheory.IntermediateField.Adjoin.Basic,0m8.731s,0m8.743s
Mathlib.RingTheory.ClassGroup,0m6.451s,0m7.006s
Mathlib.RingTheory.DedekindDomain.Ideal.Lemmas,0m8.515s,0m8.860s
Mathlib.RingTheory.Smooth.Basic,0m6.422s,0m7.139s
Mathlib.Condensed.Light.TopComparison,0m1.944s,0m2.255s
Mathlib.FieldTheory.Finite.Basic,0m4.210s,0m4.503s
Mathlib.Condensed.Light.CartesianClosed,0m2.127s,0m2.052s
Mathlib.FieldTheory.PerfectClosure,0m3.439s,0m3.580s
Mathlib.Condensed.Discrete.Basic,0m2.041s,0m2.143s
Mathlib.Condensed.Light.Module,0m2.649s,0m2.795s
Mathlib.Analysis.RCLike.BoundedContinuous,0m3.258s,0m3.384s
Mathlib.RingTheory.Spectrum.Prime.ChevalleyComplexity,0m13.329s,0m13.967s
Mathlib.Topology.Separation.NotNormal,0m2.026s,0m2.193s
