rank,module,normal_time,skipkernel_time,time_diff,pct_diff
3467,Mathlib.NumberTheory.ModularForms.EisensteinSeries.QExpansion,7.85,7.73,0.11,1.5
3468,Mathlib.MeasureTheory.VectorMeasure.Basic,4.96,4.88,0.07,1.5
3469,Mathlib.RingTheory.Ideal.NatInt,2.00,1.97,0.03,1.5
3470,Mathlib.Analysis.Complex.LocallyUniformLimit,2.84,2.79,0.04,1.5
3471,Mathlib.Geometry.Manifold.VectorBundle.SmoothSection,5.41,5.33,0.08,1.5
3472,Mathlib.CategoryTheory.Bicategory.End,1.39,1.37,0.02,1.5
3473,Mathlib.CategoryTheory.Filtered.Connected,1.32,1.30,0.02,1.5
3474,Mathlib.Analysis.Normed.Group.SemiNormedGrp,2.85,2.81,0.04,1.5
3475,Mathlib.Tactic.Nontriviality,1.11,1.10,0.02,1.5
3476,Mathlib.Tactic.Order.ToInt,1.53,1.51,0.02,1.5
3477,Mathlib.LinearAlgebra.Matrix.Permutation,2.86,2.82,0.04,1.5
3478,Mathlib.Analysis.Calculus.FDeriv.Pi,2.31,2.28,0.03,1.4
3479,Mathlib.Data.Sigma.Lex,1.12,1.10,0.02,1.4
3480,Mathlib.MeasureTheory.Function.ConditionalExpectation.CondexpL1,5.68,5.60,0.08,1.4
3481,Mathlib.CategoryTheory.Limits.Constructions.Filtered,4.28,4.22,0.06,1.4
3482,Mathlib.Control.Applicative,1.20,1.18,0.02,1.4
3483,Mathlib.Algebra.Polynomial.Mirror,1.83,1.80,0.03,1.4
3484,Mathlib.GroupTheory.RegularWreathProduct,2.61,2.57,0.04,1.4
3485,Mathlib.Data.Finset.Preimage,1.69,1.67,0.02,1.4
3486,Mathlib.Data.Finset.Order,1.20,1.18,0.02,1.4
3487,Mathlib.Data.Finset.Grade,1.63,1.61,0.02,1.4
3488,Mathlib.Analysis.NormedSpace.Normalize,1.70,1.68,0.02,1.4
3489,Mathlib.Algebra.Group.Submonoid.Operations,5.46,5.38,0.08,1.4
3490,Mathlib.Order.PiLex,1.70,1.68,0.02,1.4
3491,Mathlib.Algebra.Notation.Prod,1.42,1.40,0.02,1.4
3492,Mathlib.CategoryTheory.Abelian.FreydMitchell,1.92,1.90,0.03,1.4
3493,Mathlib.Analysis.Normed.Algebra.GelfandMazur,4.63,4.57,0.06,1.4
3494,Mathlib.MeasureTheory.Measure.FiniteMeasure,4.64,4.58,0.07,1.4
3495,Mathlib.Probability.Integration,2.21,2.18,0.03,1.4
3496,Mathlib.Data.Nat.PSub,1.22,1.20,0.02,1.4
3497,Mathlib.Topology.Perfect,1.50,1.48,0.02,1.4
3498,Mathlib.Topology.Order.IntermediateValue,4.37,4.30,0.06,1.4
3499,Mathlib.Algebra.Order.Positive.Ring,1.50,1.48,0.02,1.4
3500,Mathlib.Data.List.Palindrome,1.22,1.20,0.02,1.4
3501,Mathlib.Probability.Process.Predictable,3.31,3.26,0.05,1.4
3502,Mathlib.RingTheory.FractionalIdeal.Inverse,2.73,2.70,0.04,1.4
3503,Mathlib.RingTheory.Localization.Pi,2.30,2.27,0.03,1.4
3504,Mathlib.Probability.Distributions.Gamma,2.67,2.63,0.04,1.4
3505,Mathlib.Data.Bracket,0.79,0.78,0.01,1.4
3506,Mathlib.GroupTheory.GroupAction.SubMulAction.OfStabilizer,3.68,3.63,0.05,1.4
3507,Mathlib.Algebra.GroupWithZero.Shrink,1.30,1.28,0.02,1.4
3508,Mathlib.Data.Set.SMulAntidiagonal,1.52,1.50,0.02,1.4
3509,Mathlib.AlgebraicTopology.SimplicialSet.Nerve,2.74,2.71,0.04,1.4
3510,Mathlib.Lean.Exception,0.80,0.78,0.01,1.4
3511,Mathlib.Topology.Algebra.Ring.Real,1.81,1.78,0.02,1.4
3512,Mathlib.RingTheory.AdicCompletion.Functoriality,5.93,5.85,0.08,1.4
3513,Mathlib.Algebra.Order.Group.Units,1.09,1.07,0.02,1.4
3514,Mathlib.Geometry.Euclidean.Sphere.OrthRadius,3.70,3.65,0.05,1.4
3515,Mathlib.RingTheory.Flat.Tensor,2.55,2.51,0.03,1.4
3516,Mathlib.AlgebraicGeometry.PullbackCarrier,4.22,4.16,0.06,1.4
3517,Mathlib.CategoryTheory.Sites.Canonical,1.82,1.79,0.02,1.4
3518,Mathlib.Topology.MetricSpace.Ultra.Basic,1.60,1.58,0.02,1.4
3519,Mathlib.MeasureTheory.Order.UpperLower,2.99,2.95,0.04,1.4
3520,Mathlib.RingTheory.UniqueFactorizationDomain.Defs,1.53,1.51,0.02,1.4
3521,Mathlib.Algebra.SkewMonoidAlgebra.Basic,6.57,6.48,0.09,1.4
3522,Mathlib.Topology.Algebra.Order.Support,1.39,1.37,0.02,1.4
3523,Mathlib.MeasureTheory.Integral.CircleTransform,3.51,3.46,0.05,1.4
3524,Mathlib.CategoryTheory.Limits.Shapes.BinaryBiproducts,6.73,6.64,0.09,1.4
3525,Mathlib.Algebra.Homology.Monoidal,3.81,3.76,0.05,1.4
3526,Mathlib.Analysis.Complex.Angle,2.64,2.60,0.04,1.4
3527,Mathlib.Algebra.Ring.Submonoid.Pointwise,1.91,1.88,0.03,1.4
3528,Mathlib.Data.Fintype.Prod,1.39,1.38,0.02,1.4
3529,Mathlib.Analysis.SpecialFunctions.Complex.LogBounds,4.92,4.86,0.07,1.4
3530,Mathlib.Algebra.Order.Field.Defs,1.10,1.09,0.02,1.4
3531,Mathlib.RingTheory.WittVector.MulCoeff,3.60,3.55,0.05,1.4
3532,Mathlib.Data.Fin.Tuple.Basic,3.90,3.85,0.05,1.4
3533,Mathlib.Topology.DerivedSet,1.40,1.38,0.02,1.4
3534,Mathlib.Algebra.Order.Monoid.Canonical.Defs,1.70,1.67,0.02,1.4
3535,Mathlib.MeasureTheory.Function.ConditionalExpectation.Indicator,2.65,2.62,0.04,1.4
3536,Mathlib.GroupTheory.SchurZassenhaus,2.14,2.11,0.03,1.4
3537,Mathlib.Algebra.Category.Grp.EnoughInjectives,1.92,1.89,0.03,1.4
3538,Mathlib.Logic.Relation,1.63,1.60,0.02,1.4
3539,Mathlib.Analysis.Matrix.Hermitian,2.66,2.63,0.04,1.4
3540,Mathlib.Algebra.Group.Action.End,1.41,1.39,0.02,1.4
3541,Mathlib.Data.Finsupp.AList,1.48,1.46,0.02,1.4
3542,Mathlib.CategoryTheory.Localization.HomEquiv,1.71,1.68,0.02,1.4
3543,Mathlib.NumberTheory.NumberField.InfinitePlace.TotallyRealComplex,3.79,3.73,0.05,1.4
3544,Mathlib.LinearAlgebra.AffineSpace.Basis,3.36,3.32,0.05,1.4
3545,Mathlib.CategoryTheory.Limits.Preserves.FunctorCategory,2.24,2.21,0.03,1.4
3546,Mathlib.GroupTheory.PresentedGroup,1.50,1.48,0.02,1.4
3547,Mathlib.Geometry.Manifold.VectorBundle.Hom,15.02,14.82,0.20,1.3
3548,Mathlib.Tactic.Convert,1.43,1.41,0.02,1.3
3549,Mathlib.AlgebraicTopology.SimplexCategory.MorphismProperty,1.81,1.79,0.02,1.3
3550,Mathlib.Algebra.DirectSum.Idempotents,1.81,1.79,0.02,1.3
3551,Mathlib.CategoryTheory.Join.Basic,5.14,5.07,0.07,1.3
3552,Mathlib.Analysis.Complex.ReImTopology,2.12,2.09,0.03,1.3
3553,Mathlib.CategoryTheory.Monoidal.Closed.FunctorCategory.Groupoid,2.51,2.48,0.03,1.3
3554,Mathlib.Algebra.Category.MonCat.Colimits,1.60,1.58,0.02,1.3
3555,Mathlib.RingTheory.Ideal.AssociatedPrime,1.60,1.58,0.02,1.3
3556,Mathlib.RingTheory.Ideal.Quotient.Index,2.52,2.49,0.03,1.3
3557,Mathlib.Algebra.Homology.HomologicalComplex,4.43,4.37,0.06,1.3
3558,Mathlib.RingTheory.Valuation.Basic,5.28,5.21,0.07,1.3
3559,Mathlib.Algebra.Category.Ring.LinearAlgebra,1.92,1.89,0.02,1.3
3560,Mathlib.Topology.Algebra.Group.Quotient,1.92,1.89,0.02,1.3
3561,Mathlib.Data.Finite.Sigma,1.31,1.29,0.02,1.3
3562,Mathlib.Topology.UniformSpace.Ascoli,1.69,1.67,0.02,1.3
3563,Mathlib.Data.List.Perm.Basic,1.62,1.60,0.02,1.3
3564,Mathlib.Algebra.Field.GeomSum,1.62,1.60,0.02,1.3
3565,Mathlib.MeasureTheory.Group.AEStabilizer,2.23,2.21,0.03,1.3
3566,Mathlib.MeasureTheory.MeasurableSpace.NCard,1.39,1.37,0.02,1.3
3567,Mathlib.MeasureTheory.Measure.Lebesgue.Integral,2.63,2.59,0.03,1.3
3568,Mathlib.Probability.Martingale.Upcrossing,3.88,3.83,0.05,1.3
3569,Mathlib.Algebra.GroupWithZero.Action.Units,1.32,1.30,0.02,1.3
3570,Mathlib.CategoryTheory.Monoidal.Skeleton,1.40,1.38,0.02,1.3
3571,Mathlib.Dynamics.Newton,2.02,2.00,0.03,1.3
3572,Mathlib.FieldTheory.PrimeField,1.72,1.70,0.02,1.3
3573,Mathlib.Algebra.BigOperators.Finsupp.Fin,1.41,1.39,0.02,1.3
3574,Mathlib.Topology.Algebra.Field,2.43,2.40,0.03,1.3
3575,Mathlib.Analysis.Convex.Contractible,1.80,1.78,0.02,1.3
3576,Mathlib.Topology.Connected.LocallyConnected,1.41,1.40,0.02,1.3
3577,Mathlib.CategoryTheory.Functor.FullyFaithful,1.81,1.79,0.02,1.3
3578,Mathlib.LinearAlgebra.Matrix.AbsoluteValue,1.82,1.79,0.02,1.3
3579,Mathlib.Topology.Compactness.SigmaCompact,1.82,1.79,0.02,1.3
3580,Mathlib.CategoryTheory.Bicategory.Kan.IsKan,1.58,1.56,0.02,1.3
3581,Mathlib.Combinatorics.Schnirelmann,1.90,1.88,0.02,1.3
3582,Mathlib.Topology.ExtremallyDisconnected,1.51,1.49,0.02,1.3
3583,Mathlib.Util.FormatTable,0.79,0.78,0.01,1.3
3584,Mathlib.MeasureTheory.Measure.AEMeasurable,2.55,2.51,0.03,1.3
3585,Mathlib.Order.Antichain,1.59,1.57,0.02,1.3
3586,Mathlib.CategoryTheory.Discrete.SumsProducts,1.91,1.89,0.02,1.3
3587,Mathlib.Computability.Ackermann,2.47,2.44,0.03,1.3
3588,Mathlib.Topology.Hom.Open,1.51,1.50,0.02,1.3
3589,Mathlib.RingTheory.IntegralClosure.IntegralRestrict,18.77,18.53,0.23,1.3
3590,Mathlib.Order.Synonym,1.20,1.18,0.01,1.3
3591,Mathlib.Analysis.NormedSpace.DualNumber,1.92,1.90,0.02,1.3
3592,Mathlib.NumberTheory.Zsqrtd.Basic,3.85,3.80,0.05,1.3
3593,Mathlib.CategoryTheory.Sites.Coherent.Basic,1.60,1.58,0.02,1.3
3594,Mathlib.Algebra.Category.ModuleCat.Colimits,2.34,2.31,0.03,1.3
3595,Mathlib.Algebra.Order.Monoid.Unbundled.OrderDual,1.21,1.20,0.02,1.3
3596,Mathlib.Topology.Algebra.IsUniformGroup.Constructions,1.86,1.84,0.02,1.2
3597,Mathlib.AlgebraicTopology.Quasicategory.Basic,1.62,1.60,0.02,1.2
3598,Mathlib.Algebra.Group.Pointwise.Set.Card,2.11,2.08,0.03,1.2
3599,Mathlib.Analysis.Matrix.HermitianFunctionalCalculus,4.63,4.57,0.06,1.2
3600,Mathlib.Combinatorics.Quiver.Symmetric,1.30,1.28,0.02,1.2
3601,Mathlib.Tactic.CategoryTheory.CheckCompositions,1.30,1.28,0.02,1.2
3602,Mathlib.RepresentationTheory.Homological.GroupCohomology.Hilbert90,2.69,2.65,0.03,1.2
3603,Mathlib.Algebra.Ring.Rat,1.30,1.29,0.02,1.2
3604,Mathlib.Tactic.FunProp.Types,1.22,1.21,0.02,1.2
3605,Mathlib.Data.List.Dedup,1.31,1.29,0.02,1.2
3606,Mathlib.Algebra.Order.WithTop.Untop0,1.39,1.37,0.02,1.2
3607,Mathlib.Dynamics.Transitive,1.72,1.70,0.02,1.2
3608,Mathlib.Data.Nat.Choose.Multinomial,2.13,2.10,0.03,1.2
3609,Mathlib.RepresentationTheory.Maschke,2.95,2.91,0.04,1.2
3610,Mathlib.Algebra.Category.ModuleCat.Projective,1.89,1.87,0.02,1.2
3611,Mathlib.AlgebraicTopology.FundamentalGroupoid.PUnit,1.81,1.79,0.02,1.2
3612,Mathlib.Combinatorics.Additive.AP.Three.Behrend,4.12,4.07,0.05,1.2
3613,Mathlib.RingTheory.TensorProduct.IsBaseChangePi,2.23,2.20,0.03,1.2
3614,Mathlib.Analysis.Convex.Independent,1.82,1.80,0.02,1.2
3615,Mathlib.RingTheory.RingHom.Finite,3.40,3.35,0.04,1.2
3616,Mathlib.LinearAlgebra.Projectivization.Action,1.91,1.88,0.02,1.2
3617,Mathlib.Data.Finsupp.Indicator,1.41,1.40,0.02,1.2
3618,Mathlib.CategoryTheory.Sites.Coherent.ReflectsPreregular,1.50,1.48,0.02,1.2
3619,Mathlib.Algebra.Homology.ShortComplex.Preadditive,7.19,7.10,0.09,1.2
3620,Mathlib.Analysis.Complex.HalfPlane,1.92,1.90,0.02,1.2
3621,Mathlib.Algebra.Module.Opposite,1.09,1.08,0.01,1.2
3622,Mathlib.RingTheory.UniqueFactorizationDomain.NormalizedFactors,2.01,1.99,0.02,1.2
3623,Mathlib.Order.Hom.Basic,3.44,3.40,0.04,1.2
3624,Mathlib.Probability.Independence.BoundedContinuousFunction,6.64,6.56,0.08,1.2
3625,Mathlib.Algebra.BigOperators.Field,1.51,1.50,0.02,1.2
3626,Mathlib.RingTheory.PowerSeries.GaussNorm,1.69,1.67,0.02,1.2
3627,Mathlib.Analysis.Normed.Operator.LinearIsometry,18.54,18.32,0.22,1.2
3628,Mathlib.CategoryTheory.Monoidal.Braided.Reflection,2.02,2.00,0.02,1.2
3629,Mathlib.LinearAlgebra.Matrix.Dual,2.03,2.01,0.02,1.2
3630,Mathlib.Algebra.ContinuedFractions.Computation.Basic,1.27,1.25,0.01,1.2
3631,Mathlib.Algebra.Ring.Subsemiring.Order,1.19,1.17,0.01,1.2
3632,Mathlib.Algebra.QuadraticAlgebra,1.61,1.59,0.02,1.2
3633,Mathlib.Tactic.ToFun,1.02,1.00,0.01,1.2
3634,Mathlib.CategoryTheory.Monoidal.Rigid.Basic,3.65,3.60,0.04,1.2
3635,Mathlib.RingTheory.Idempotents,3.67,3.62,0.04,1.2
3636,Mathlib.Tactic.IrreducibleDef,1.63,1.61,0.02,1.2
3637,Mathlib.Tactic.Widget.GCongr,1.11,1.10,0.01,1.2
3638,Mathlib.Algebra.Group.Nat.Units,1.03,1.02,0.01,1.2
3639,Mathlib.Algebra.Order.Monoid.Unbundled.TypeTags,1.29,1.27,0.01,1.2
3640,Mathlib.Analysis.Calculus.Deriv.Prod,4.55,4.50,0.05,1.2
3641,Mathlib.Data.List.DropRight,1.29,1.27,0.01,1.2
3642,Mathlib.Tactic.Hint,3.36,3.32,0.04,1.2
3643,Mathlib.Algebra.MonoidAlgebra.Defs,4.75,4.70,0.05,1.2
3644,Mathlib.Control.ULift,0.78,0.77,0.01,1.2
3645,Mathlib.Analysis.SpecialFunctions.Stirling,3.21,3.17,0.04,1.2
3646,Mathlib.Data.Vector.Snoc,1.30,1.28,0.02,1.2
3647,Mathlib.Algebra.Order.Monoid.Unbundled.ExistsOfLE,1.30,1.29,0.02,1.2
3648,Mathlib.Analysis.CStarAlgebra.Spectrum,4.60,4.55,0.05,1.2
3649,Mathlib.Algebra.Group.TypeTags.Finite,1.30,1.29,0.01,1.2
3650,Mathlib.FieldTheory.Galois.Basic,7.92,7.83,0.09,1.2
3651,Mathlib.Algebra.BigOperators.Intervals,2.00,1.98,0.02,1.2
3652,Mathlib.Logic.Equiv.Fin.Rotate,1.31,1.29,0.02,1.2
3653,Mathlib.Data.List.Sigma,2.53,2.50,0.03,1.2
3654,Mathlib.Tactic.FieldSimp.Discharger,1.49,1.47,0.02,1.2
3655,Mathlib.Algebra.BigOperators.Group.List.Lemmas,1.49,1.48,0.02,1.2
3656,Mathlib.Geometry.Manifold.ContMDiffMFDeriv,5.71,5.64,0.07,1.2
3657,Mathlib.Analysis.InnerProductSpace.Projection,2.02,2.00,0.02,1.2
3658,Mathlib.Logic.Function.CompTypeclasses,0.79,0.79,0.01,1.1
3659,Mathlib.Algebra.ContinuedFractions.Determinant,1.50,1.49,0.02,1.1
3660,Mathlib.Data.Set.Subsingleton,1.42,1.40,0.02,1.1
3661,Mathlib.Order.Filter.EventuallyConst,1.51,1.50,0.02,1.1
3662,Mathlib.Algebra.Category.ModuleCat.Injective,1.60,1.59,0.02,1.1
3663,Mathlib.NumberTheory.DirichletCharacter.Orthogonality,2.24,2.21,0.03,1.1
3664,Mathlib.Data.Ordmap.Invariants,3.05,3.01,0.03,1.1
3665,Mathlib.CategoryTheory.Linear.LinearFunctor,1.80,1.78,0.02,1.1
3666,Mathlib.Combinatorics.SimpleGraph.Regularity.Increment,3.52,3.48,0.04,1.1
3667,Mathlib.GroupTheory.Subsemigroup.Center,1.18,1.16,0.01,1.1
3668,Mathlib.Algebra.Polynomial.Degree.IsMonicOfDegree,1.90,1.88,0.02,1.1
3669,Mathlib.Tactic.Have,1.00,0.98,0.01,1.1
3670,Mathlib.Algebra.Lie.TensorProduct,4.81,4.75,0.05,1.1
3671,Mathlib.Geometry.Manifold.VectorBundle.Basic,6.63,6.56,0.07,1.1
3672,Mathlib.NumberTheory.NumberField.CanonicalEmbedding.Basic,12.00,11.87,0.13,1.1
3673,Mathlib.NumberTheory.FLT.Polynomial,2.83,2.79,0.03,1.1
3674,Mathlib.Data.Matrix.Composition,2.01,1.99,0.02,1.1
3675,Mathlib.Analysis.LConvolution,2.74,2.71,0.03,1.1
3676,Mathlib.LinearAlgebra.FreeModule.Finite.Quotient,2.65,2.62,0.03,1.1
3677,Mathlib.MeasureTheory.SpecificCodomains.Pi,2.75,2.72,0.03,1.1
3678,Mathlib.Order.Booleanisation,2.11,2.09,0.02,1.1
3679,Mathlib.Tactic.DeriveFintype,1.84,1.82,0.02,1.1
3680,Mathlib.Condensed.Discrete.Module,7.00,6.93,0.08,1.1
3681,Mathlib.Topology.MetricSpace.Basic,2.03,2.01,0.02,1.1
3682,Mathlib.Tactic.ContinuousFunctionalCalculus,1.11,1.10,0.01,1.1
3683,Mathlib.Algebra.NoZeroSMulDivisors.Basic,1.39,1.37,0.01,1.1
3684,Mathlib.Data.EReal.Inv,2.41,2.38,0.03,1.1
3685,Mathlib.RingTheory.PowerSeries.WeierstrassPreparation,5.28,5.22,0.06,1.1
3686,Mathlib.LinearAlgebra.AnnihilatingPolynomial,2.13,2.11,0.02,1.1
3687,Mathlib.Analysis.CStarAlgebra.ContinuousMap,5.48,5.42,0.06,1.1
3688,Mathlib.CategoryTheory.Limits.Types.Coequalizers,1.39,1.38,0.01,1.1
3689,Mathlib.Logic.Equiv.Fintype,1.40,1.38,0.02,1.1
3690,Mathlib.CategoryTheory.Preadditive.Yoneda.Projective,1.58,1.57,0.02,1.1
3691,Mathlib.Analysis.CStarAlgebra.ContinuousFunctionalCalculus.Continuity,10.92,10.81,0.12,1.1
3692,Mathlib.CategoryTheory.Localization.Opposite,1.40,1.39,0.02,1.1
3693,Mathlib.Tactic.CategoryTheory.Slice,1.31,1.30,0.01,1.1
3694,Mathlib.RingTheory.PowerSeries.Inverse,2.62,2.59,0.03,1.1
3695,Mathlib.RingTheory.LocalProperties.Semilocal,2.53,2.50,0.03,1.1
3696,Mathlib.Topology.Instances.PNat,1.59,1.58,0.02,1.1
3697,Mathlib.CategoryTheory.EffectiveEpi.Extensive,1.59,1.58,0.02,1.1
3698,Mathlib.Topology.ContinuousMap.Polynomial,2.54,2.51,0.03,1.1
3699,Mathlib.Algebra.Group.Action.Units,1.41,1.40,0.01,1.1
3700,Mathlib.Order.Filter.CountableSeparatingOn,1.41,1.40,0.01,1.1
3701,Mathlib.RingTheory.PowerSeries.CoeffMulMem,1.70,1.68,0.02,1.1
3702,Mathlib.Order.Concept,1.61,1.59,0.02,1.1
3703,Mathlib.Algebra.Polynomial.UnitTrinomial,2.09,2.07,0.02,1.1
3704,Mathlib.Topology.Sheaves.Sheaf,1.71,1.70,0.02,1.1
3705,Mathlib.Data.PFunctor.Multivariate.M,1.81,1.79,0.02,1.1
3706,Mathlib.Analysis.LocallyConvex.SeparatingDual,3.91,3.87,0.04,1.1
3707,Mathlib.MeasureTheory.Measure.AbsolutelyContinuous,2.10,2.08,0.02,1.1
3708,Mathlib.Algebra.Field.Periodic,1.92,1.90,0.02,1.1
3709,Mathlib.Tactic.CategoryTheory.Elementwise,1.73,1.71,0.02,1.1
3710,Mathlib.Analysis.Calculus.TangentCone.Prod,2.23,2.21,0.02,1.0
3711,Mathlib.Algebra.Lie.Weights.IsSimple,10.41,10.31,0.11,1.0
3712,Mathlib.Algebra.Module.ZMod,2.14,2.12,0.02,1.0
3713,Mathlib.MeasureTheory.Function.FactorsThrough,2.44,2.41,0.02,1.0
3714,Mathlib.Algebra.Category.ModuleCat.Basic,5.47,5.41,0.06,1.0
3715,Mathlib.CategoryTheory.Limits.Shapes.Reflexive,4.12,4.08,0.04,1.0
3716,Mathlib.Data.Countable.Small,1.08,1.07,0.01,1.0
3717,Mathlib.Logic.Function.Defs,0.89,0.88,0.01,1.0
3718,Mathlib.Data.Int.Range,1.09,1.08,0.01,1.0
3719,Mathlib.Algebra.Algebra.Subalgebra.Rank,4.76,4.71,0.05,1.0
3720,Mathlib.RingTheory.TwoSidedIdeal.Instances,1.19,1.18,0.01,1.0
3721,Mathlib.GroupTheory.GroupAction.Transitive,1.39,1.38,0.01,1.0
3722,Mathlib.Logic.Function.FromTypes,1.20,1.18,0.01,1.0
3723,Mathlib.Algebra.Order.Archimedean.Submonoid,1.30,1.28,0.01,1.0
3724,Mathlib.Algebra.Order.Group.InjSurj,1.10,1.09,0.01,1.0
3725,Mathlib.Data.List.Pi,1.30,1.28,0.01,1.0
3726,Mathlib.CategoryTheory.PUnit,1.50,1.48,0.02,1.0
3727,Mathlib.Util.SynthesizeUsing,1.00,0.99,0.01,1.0
3728,Mathlib.Logic.Nontrivial.Basic,1.10,1.09,0.01,1.0
3729,Mathlib.Logic.Embedding.Basic,1.60,1.58,0.02,1.0
3730,Mathlib.Data.Seq.Defs,1.70,1.68,0.02,1.0
3731,Mathlib.Algebra.GroupWithZero.Action.Pi,1.40,1.39,0.01,1.0
3732,Mathlib.Topology.Algebra.Monoid.AddChar,1.40,1.39,0.01,1.0
3733,Mathlib.RingTheory.SimpleRing.Defs,1.30,1.29,0.01,1.0
3734,Mathlib.CategoryTheory.Comma.Over.OverClass,1.71,1.69,0.02,1.0
3735,Mathlib.CategoryTheory.Functor.Derived.LeftDerived,2.21,2.19,0.02,1.0
3736,Mathlib.Data.Set.Finite.Powerset,1.31,1.30,0.01,1.0
3737,Mathlib.CategoryTheory.Presentable.Type,1.71,1.70,0.02,1.0
3738,Mathlib.Algebra.Regular.SMul,1.42,1.40,0.01,1.0
3739,Mathlib.Tactic.Widget.CongrM,1.11,1.10,0.01,1.0
3740,Mathlib.MeasureTheory.Integral.Layercake,3.65,3.62,0.04,1.0
3741,Mathlib.Algebra.MvPolynomial.SchwartzZippel,4.37,4.33,0.04,1.0
3742,Mathlib.Tactic.Widget.SelectPanelUtils,1.32,1.31,0.01,1.0
3743,Mathlib.Topology.Algebra.Equicontinuity,1.73,1.71,0.02,1.0
3744,Mathlib.Dynamics.Ergodic.RadonNikodym,2.44,2.42,0.02,1.0
3745,Mathlib.Order.Filter.AtTopBot.ModEq,1.32,1.31,0.01,1.0
3746,Mathlib.Tactic.CongrExclamation,2.36,2.34,0.02,1.0
3747,Mathlib.Probability.Kernel.Disintegration.Density,3.70,3.67,0.04,1.0
3748,Mathlib.Topology.Algebra.Star.Unitary,1.96,1.94,0.02,1.0
3749,Mathlib.Combinatorics.SimpleGraph.Extremal.Basic,4.12,4.08,0.04,1.0
3750,Mathlib.Algebra.Homology.ShortComplex.Exact,3.65,3.61,0.04,1.0
3751,Mathlib.CategoryTheory.Sites.GlobalSections,2.09,2.07,0.02,1.0
3752,Mathlib.Probability.Distributions.Gaussian.Fernique,5.01,4.97,0.05,1.0
3753,Mathlib.Combinatorics.SimpleGraph.Init,7.95,7.87,0.08,1.0
3754,Mathlib.LinearAlgebra.CliffordAlgebra.EvenEquiv,5.75,5.70,0.05,1.0
3755,Mathlib.Topology.Inseparable,2.41,2.38,0.02,1.0
3756,Mathlib.CategoryTheory.Sites.Hypercover.Zero,4.08,4.04,0.04,1.0
3757,Mathlib.RingTheory.HahnSeries.HEval,3.57,3.53,0.03,1.0
3758,Mathlib.Topology.ContinuousMap.Bounded.Basic,5.35,5.30,0.05,1.0
3759,Mathlib.Data.ZMod.QuotientRing,1.89,1.87,0.02,1.0
3760,Mathlib.RingTheory.Extension.Presentation.Basic,5.06,5.01,0.05,1.0
3761,Mathlib.GroupTheory.FreeAbelianGroup,3.38,3.34,0.03,1.0
3762,Mathlib.Tactic.Ring.Compare,2.00,1.99,0.02,1.0
3763,Mathlib.Algebra.Module.Submodule.IterateMapComap,1.48,1.47,0.01,1.0
3764,Mathlib.Data.ENat.Lattice,1.91,1.89,0.02,1.0
3765,Mathlib.Algebra.GroupWithZero.Submonoid.Pointwise,1.70,1.68,0.02,1.0
3766,Mathlib.Probability.ProbabilityMassFunction.Basic,2.12,2.10,0.02,1.0
3767,Mathlib.RingTheory.DedekindDomain.Different,20.20,20.01,0.19,0.9
3768,Mathlib.MeasureTheory.Integral.Marginal,2.66,2.63,0.02,0.9
3769,Mathlib.Topology.Compactification.StoneCech,1.59,1.58,0.01,0.9
3770,Mathlib.Algebra.Azumaya.Defs,2.34,2.32,0.02,0.9
3771,Mathlib.Analysis.Normed.Group.Int,1.71,1.69,0.02,0.9
3772,Mathlib.RingTheory.KrullDimension.Basic,1.81,1.80,0.02,0.9
3773,Mathlib.GroupTheory.Subgroup.Simple,1.50,1.48,0.01,0.9
3774,Mathlib.Data.Nat.Choose.Basic,1.72,1.70,0.02,0.9
3775,Mathlib.RingTheory.LocalRing.LocalSubring,3.55,3.51,0.03,0.9
3776,Mathlib.Analysis.RCLike.Inner,3.44,3.41,0.03,0.9
3777,Mathlib.Algebra.Ring.Divisibility.Lemmas,1.61,1.60,0.01,0.9
3778,Mathlib.NumberTheory.ZetaValues,3.77,3.73,0.04,0.9
3779,Mathlib.Algebra.Group.Action.TransferInstance,1.51,1.50,0.01,0.9
3780,Mathlib.SetTheory.Cardinal.CountableCover,1.51,1.50,0.01,0.9
3781,Mathlib.Logic.Hydra,1.51,1.50,0.01,0.9
3782,Mathlib.Algebra.Order.AddGroupWithTop,1.51,1.50,0.01,0.9
3783,Mathlib.CategoryTheory.Limits.Preserves.Shapes.Images,1.51,1.50,0.01,0.9
3784,Mathlib.RingTheory.DiscreteValuationRing.Basic,2.60,2.58,0.02,0.9
3785,Mathlib.Algebra.GCDMonoid.PUnit,1.19,1.18,0.01,0.9
3786,Mathlib.LinearAlgebra.Matrix.Charpoly.LinearMap,3.04,3.01,0.03,0.9
3787,Mathlib.RingTheory.Etale.StandardEtale,10.09,9.99,0.09,0.9
3788,Mathlib.Algebra.Order.Group.Prod,1.09,1.08,0.01,0.9
3789,Mathlib.CategoryTheory.ConcreteCategory.UnbundledHom,1.31,1.29,0.01,0.9
3790,Mathlib.Analysis.CStarAlgebra.Module.Defs,5.22,5.18,0.05,0.9
3791,Mathlib.Analysis.Convex.Strict,2.95,2.92,0.03,0.9
3792,Mathlib.Algebra.Order.GroupWithZero.Unbundled,1.09,1.08,0.01,0.9
3793,Mathlib.Algebra.Group.Finsupp,2.76,2.74,0.02,0.9
3794,Mathlib.RingTheory.Coprime.Lemmas,1.99,1.98,0.02,0.9
